Center,Center.Name,Mall.Code,City,State,Intersecting.Streets,MSA,Center.Classification,Design.Type,Year.Opened,GLA.sqft,Stores,OD.Company,DistBetween
Riverhead,Home Depot Shopping Center,NY0137,Elmont,NY,Hempstead Turnpike & Makofske Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1991,269490,10,The Feil Organization,53.925331564645354
Riverhead,Tanger Outlets at Foxwoods,CT9034,Mashantucket,CT,Route 2 West,"hartford-west hartford-east hartford, ct",Value-Retail Center,Enclosed,2015,311614,85,"Tanger Factory Outlet Centers, Inc.",54.82193082858733
Riverhead,Douglaston Plaza,NY0018,Douglaston,NY,Douglaston Pkwy. & 61st St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1975,299144,12,Ashkenazy Acquisition Corp.,54.99928968093612
Riverhead,Heritage White Plains,NY1565,White Plains,NY,Bloomingdale Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2018,48000,0,Caspi Development Company,55.14371474209726
Riverhead,The Source at White Plains,NY0131,White Plains,NY,Bloomingdale Rd. & Maple Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Enclosed,2003,250000,9,The Wilder Companies,55.194924254620815
Riverhead,The Westchester,NY0016,White Plains,NY,Westchester Ave. & Bloomingdale Rd.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1995,826440,149,"Simon Property Group, Inc.",55.23279215595869
Riverhead,The Shops at Somerset Square,CT9043,Glastonbury,CT,Rte. 3 & Glastonbury Blvd.,"hartford-west hartford-east hartford, ct",Lifestyle/Specialty Center,Open,1988,115000,27,Rouse Properties,55.31941805373774
Riverhead,Westfarms,CT0340,Farmington,CT,New Britain Ave. @ South Rd.,"hartford-west hartford-east hartford, ct",Super-Regional Center,Enclosed,1974,1271000,160,The Taubman Company,55.33239327566669
Riverhead,City Center at White Plains,NY0123,White Plains,NY,Mamaroneck Ave. & Main St.,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Open,2003,600000,22,Kite Realty Group,55.589771533395854
Riverhead,Green Acres Mall,NY1360,Valley Stream,NY,Sunrise Hwy.,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1956,2200000,160,Macerich,55.74511888714972
Riverhead,Galleria at White Plains,NY1440,White Plains,NY,Main & Grove Sts./ Martine & S. Lexington Aves.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1980,863293,130,Pacific Retail Capital Partners,55.79070399281105
Riverhead,Putnam Bridge Plaza,CT9024,E. Hartford,CT,Rte. 3 & Main St.,"hartford-west hartford-east hartford, ct",Power Center,Open,NA,350000,17,Sullivan Hayes Northeast,55.79380112327641
Riverhead,New Roc City,NY0900,New Rochelle,NY,Main St. & LeCount Place & Harrison,"new york-northern new jersey-long island, ny-nj-pa",Entertainment Center,Open,1999,500000,25,"Cappelli Enterprises, Inc.",55.84187399204886
Riverhead,Liberty Crossing,CT9030,Stonington,CT,SEC I-95 & Rte. 2 (Liberty St.),"norwich-new london, ct",Power Center,Open,2017,408469,30,Breslin Realty Development,55.89987421788477
Riverhead,The Bay Terrace,NY9381,Bayside,NY,26th Ave. & Bell Blvd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1958,300000,64,"Sabre Real Estate Group, LLC",56.65002475708937
Riverhead,Litchfield Crossings,CT9017,New Milford,CT,Route 7 & Danbury Rd.,"torrington, ct",Lifestyle/Specialty Center,Open,2011,169302,18,ECCO Development LLC,56.73118921803563
Riverhead,Vernon Hills Shopping Center,NY1558,Scarsdale,NY,White Plains & Post Rds.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1973,250000,21,c/o SRS Real Estate Partners,57.21368820637707
Riverhead,The Outlet Shoppes @ Rentschler Field,CT9041,E. Hartford,CT,Willow St & E. Hartford Blvd N.,"hartford-west hartford-east hartford, ct",Value-Retail Center,Open,2018,422000,80,NA,57.67870225431245
Riverhead,Blue Back Square,CT9019,West Hartford,CT,S. Main St. at Memorial Rd.,"hartford-west hartford-east hartford, ct",Lifestyle/Specialty Center,Open,2007,305000,43,Starwood Retail Partners LLC,57.87441971318328
Riverhead,Post Road Plaza,NY1015,Pelham Manor,NY,Boston Post Rd. (Rt. 1) & Pelham Pkwy.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1960,267979,17,c/o Levin Management,58.065554669258525
Riverhead,Bay Plaza Shopping Center,NY8830,Bronx,NY,I-95 & Hutchinson River Pkwy.,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Open,1988,1300000,75,Prestige Properties & Dev.,58.55696832131775
Riverhead,The Mall At Bay Plaza,NY0109,Bronx,NY,I-95 & Hutchinson River Pkwy,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,2014,780000,100,Prestige Properties & Dev.,58.581472236808516
Riverhead,Charter Oak Mall,CT8874,E. Hartford,CT,Silver Ln. & Forbes St.,"hartford-west hartford-east hartford, ct",Power Center,Open,1974,225439,10,Charter Realty & Dev. Corp.,58.726763270845154
Riverhead,The Highlands Center,NY9513,Brewster,NY,Independent Way & I-84,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2002,377000,20,"Highlands Center, LLC",58.82136967995963
Riverhead,Crossing at Lisbon,CT9021,Lisbon,CT,I-395 & River Rd. (Rte. 12),"norwich-new london, ct",Power Center,Open,2009,319166,12,"Cedarwood Development, Inc.",59.206593205564445
Riverhead,Lisbon Landing,CT0023,Lisbon,CT,I-395 & Route 12 (River Road),"norwich-new london, ct",Power Center,Open,2001,575000,18,WS Development,59.26229724029519
Riverhead,Flushing Commons,NY9505,Flushing,NY,39th & Union,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2017,235000,0,F&T Group,59.47411327540515
Riverhead,New World Mall,NY0133,Flushing,NY,Roosevelt Ave. & Main Street,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2011,165000,100,New World Group,59.49778493474752
Riverhead,Bishops Corner East,CT8857,West Hartford,CT,N. Main St. & Sims Rd.,"hartford-west hartford-east hartford, ct",Lifestyle/Specialty Center,Enclosed,NA,256296,8,EDENS,59.550202266476866
Riverhead,Bishops Corner West,CT8858,West Hartford,CT,SWC N Main St. (Rte. 218) & Albany Ave. (Rte. 44),"hartford-west hartford-east hartford, ct",Lifestyle/Specialty Center,Enclosed,1953,256296,49,EDENS,59.56463365955689
Riverhead,Cross County Shopping Center,NY1500,Yonkers,NY,"Cross County Pkwy., Central Ave., NY State Thrwy","new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Open,1954,1013568,110,Macerich,59.74184935011067
Riverhead,Ridge Hill,NY0161,Yonkers,NY,Ridge Hill Rd. & I-87,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2011,1300000,70,QIC GRE,59.89299290976398
Riverhead,The Shops at SkyView Center,NY1547,Flushing,NY,College Point Blvd. & Roosevelt Ave.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,2010,785000,41,ShopCore Properties,59.98712229490505
Riverhead,Rivertowns Square,NY1559,Dobbs Ferry,NY,Saw Mill River Parkway & Lawrence St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2017,115000,4,"Saber Dobbs Ferry, LLC",60.13143040958213
Riverhead,Bruckner Commons,NY0148,Bronx,NY,White Plains Rd. & Bruckner Blvd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1991,501046,41,Urban Edge Properties,60.31739426934019
Riverhead,Plaza at Burr Corners,CT0021,Manchester,CT,Buckland St. & Tolland Turnpike,"hartford-west hartford-east hartford, ct",Lifestyle/Specialty Center,Open,1989,283720,43,"Winstanley Enterprises, LLC",61.026206653795256
Riverhead,The Manchester Collection,CT9032,Manchester,CT,NEC 1-84 & Buckland Rd. on Pavilions Dr.,"hartford-west hartford-east hartford, ct",Regional Center,Open,2002,532412,29,"Brixmor Property Group, Inc.",61.48638633774309
Riverhead,Rego Park Center I & II,NY0059,Rego Park,NY,Queens & Junction Blvds.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1997,960000,34,Vornado Realty Trust,61.64458705984143
Riverhead,The Shoppes at Buckland Hills,CT0002,Manchester,CT,I-84 & Buckland St.,"hartford-west hartford-east hartford, ct",Regional Center,Enclosed,1990,1072766,149,GGP,61.698119751252136
Riverhead,Fordham Place,NY9512,Bronx,NY,E. Fordham Rd. & Webster Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2008,267407,7,"RPAI US Management, LLC",61.846271934998214
Riverhead,Queens Center,NY1060,Elmhurst,NY,"Queens Blvd.,Woodhaven Blvd. & L.I.E.","new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1973,963000,140,Macerich,61.966180318050945
Riverhead,Promenade Shops at Evergreen Walk,CT0026,South Windsor,CT,Buckland St. & Tamarack Ave.,"hartford-west hartford-east hartford, ct",Lifestyle/Specialty Center,Open,2004,365775,82,Poag Shopping Centers,62.04876570155499
Riverhead,Queens Place,NY0098,Forest Hills,NY,Queens Blvd. & 56th St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Enclosed,2001,440000,21,Madison International Realty,62.284751962240094
Riverhead,The Shops at Atlas Park,NY0136,Glendale,NY,Cooper Ave. & 80th Street,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2006,372000,101,Macerich,62.37765568250223
Riverhead,The Shoppes at Farmington Valley,CT0025,Canton,CT,Routes 44 & 177,"hartford-west hartford-east hartford, ct",Lifestyle/Specialty Center,Open,2004,421000,50,WS Development,62.90587969933822
Riverhead,Gateway Center,NY0050,Brooklyn,NY,"Shore Pkwy,Hendrix Creek, Erskine & Gateway Dr","new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2002,1227532,55,Related Management Corp.,63.54965938943153
Riverhead,Staples Plaza,NY9362,Yorktown Heights,NY,Crompond Rd. (Rte. 202) & Pine Grove Court,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1975,217557,13,Urstadt Biddle Properties Inc.,63.612337586024545
Riverhead,Concourse Plaza,NY0005,Bronx,NY,E.161st St. & Morris Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1991,314871,29,The Feil Organization,63.63107410069795
Riverhead,Jefferson Valley Mall,NY1520,Yorktown Heights,NY,US 6 & Lee Blvd. @ Taconic State Pkwy.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1983,545060,99,Washington Prime Group,63.64816965711735
Riverhead,Bronx Terminal Market,NY0139,Bronx,NY,"Btwn 149th St., 153rd St., River Ave, & Gateway Cr","new york-northern new jersey-long island, ny-nj-pa",Regional Center,Open,2009,913000,34,Related Management Corp.,64.13449414193776
Riverhead,East River Plaza,NY0119,East Harlem,NY,FDR Dr. btwn. 116th & 119th Sts.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2009,527000,13,Blumenfeld Development Group,64.41029722461923
Riverhead,Torrington Fair,CT8980,Torrington,CT,NEC Main St (Rte 202) & Rte 183,"torrington, ct",Power Center,Open,1996,200203,6,Lerner Properties,64.76217385185272
Riverhead,5 West 125th Street,NY1556,New York,NY,W. 125th St. & 5th Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2016,75000,3,Aurora Capital Associates,64.90530184553133
Riverhead,Harlem Center,NY9172,Harlem,NY,125th St. & Malcolm X Blvd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2002,126000,15,Madison International Realty,65.04968521254726
Riverhead,Storrs Center,CT9023,Mansfield,CT,Storrs Rd.(Rte. 195) & Dog Lane,"hartford-west hartford-east hartford, ct",Lifestyle/Specialty Center,Open,2012,191256,57,Hart Advisers,65.55754870413418
Riverhead,Hudson Lights at Fort Lee,NJ9307,Fort Lee,NJ,NEC Main St. & Lemoine Ave.,unspecified,Lifestyle/Specialty Center,Open,2013,200000,25,Tucker Development Corp.,65.94817397433229
Riverhead,Cortlandt Town Center,NY0840,Mohegan Lake,NY,Route 6 & E. Main St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1997,788379,53,c/o Katz & Associates,66.02076722680341
Riverhead,Palisades Center,NY0055,West Nyack,NY,NYS Thruway Exit 12 @ NY 303 & 59,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1998,2217322,255,The Pyramid Companies,66.08869679369744
Riverhead,Palisades Court,NJ9120,Englewood,NJ,N. Van Brunt St. & Palisades Ave,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1992,149954,38,The Real Estate Equity Company,66.15114277774113
Riverhead,The Retail at Columbus Square,NY9500,New York,NY,97th-100th Sts. & Columbus Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2009,332875,23,Winick Realty Group,66.25367776471629
Riverhead,Kings Plaza Shopping Center,NY0200,Brooklyn,NY,Flatbush Ave. & Ave. U,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1970,1200000,128,Macerich,66.88650195023789
Riverhead,Edgewater Commons,NJ0119,Edgewater,NJ,New River Road,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1996,423315,32,Kimco Realty Corporation,66.96696613017836
Riverhead,Grand Central Terminal,NY0102,New York,NY,42nd to 50th Sts. bet. Lexington & Madison Aves.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1998,134000,90,JLL,67.2510507821082
Riverhead,City Place at The Promenade,NJ9195,Edgewater,NJ,River Rd. & Gorge Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2002,192000,39,RREEF Management,67.31154617671585
Riverhead,Time Warner-Shops @ Columbus Circle,NY0135,New York,NY,Columbus Circle & 59th St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2004,348200,65,"MacFarlane Partners, LLC",67.37263423068651
Riverhead,Edgewater Harbor,NJ9332,Edgewater,NJ,River Road & Gorge Road,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2013,100000,23,National Resources,67.4621564792211
Riverhead,42nd Street Entertainment Complex,NY0087,New York,NY,42nd Street Btw. 7th & 8th Ave.,"new york-northern new jersey-long island, ny-nj-pa",Entertainment Center,Open,1999,306000,10,Forest City Realty Trust,67.84224260340187
Riverhead,Herald Center,NY0026,New York,NY,NWC 34th St. & Broadway,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1982,250000,11,JEMB Realty Inc.,67.89983006555265
Riverhead,Hartford Premium Outlets,CT9046,Windsor Locks,CT,Rte. 20 & I-91,"hartford-west hartford-east hartford, ct",Value-Retail Center,Open,2021,350000,90,NA,67.92866366722173
Riverhead,Pacific Park,NY1569,Brooklyn,NY,Atlantic & Flatbush Aves.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2025,247000,0,Forest City Realty Trust,68.06309755762868
Riverhead,Atlantic Terminal,NY0088,Brooklyn,NY,Atlantic & Flatbush Aves.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2004,373000,36,Madison International Realty,68.25850046352471
Riverhead,The Andrea,NY9504,Brooklyn,NY,Fleet Pl. & Ashland Pl.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2015,240000,16,Winick Realty Group,68.2716313774685
Riverhead,City Point,NY0126,Brooklyn,NY,"Willoughby St., Fleet St., DeKalb Ave. & Gold St.","new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1990,691320,15,Acadia Realty Trust,68.37438910013894
Riverhead,Hudson Yards,NY1553,New York,NY,"42nd & 8th Ave., 33rd & 11th Ave.","new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2018,1000000,100,Related Urban,68.41930168002453
Riverhead,Tonnelle Commons,NJ9345,North Bergen,NJ,Tonnelle Ave. & 88th St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,NA,412102,16,Urban Edge Properties,68.64959398078754
Riverhead,Chelsea Market,NY1567,New York,NY,9th Ave. btwn. 15th & 16th Sts.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,NA,100000,47,Jamestown Properties,68.86802908663292
Riverhead,The Shops at Riverside,NJ0220,Hackensack,NJ,Rt. 4 West & Hackensack Ave. North,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1977,771000,88,"Simon Property Group, Inc.",68.99259841891791
Riverhead,The Shops at Nanuet,NY0860,Nanuet,NY,Middletown Rd. & Rte. 59,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Open,1969,879741,60,"Simon Property Group, Inc.",69.16203903337119
Riverhead,South Street Seaport,NY8810,New York,NY,Fulton & South Sts.,"new york-northern new jersey-long island, ny-nj-pa",Entertainment Center,Enclosed,1983,365000,60,The Howard Hughes Corp.,69.23433222781354
Riverhead,Shops at One Brooklyn Bridge,NY1551,Brooklyn,NY,Furman Street (I-287) & Atlantic Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2011,71038,12,CPEX Real Estate Services,69.29920292605546
Riverhead,Home Depot Shopping Center,NY0104,Nanuet,NY,Rte. 59 & Hutton Avenue,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2000,311292,16,"RD Management, LLC",69.45635887736533
Riverhead,Westfield World Trade Center,NY1566,New York,NY,Greenwich St. & Vesey St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2016,350000,100,Westfield LLC,69.58611016197149
Riverhead,Brookfield Place,NY1523,New York,NY,Vesey & West Streets,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1985,300000,64,Brookfield Properties Retail,69.76636783634308
Riverhead,The Plaza at Harmon Meadow,NJ9193,Secaucus,NJ,Rte. 3 & New Jersey Turnpike,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1982,217613,36,The Carlton Group,70.33750675586475
Riverhead,Paramus Place,NJ0029,Paramus,NJ,Rt. 4 & Spring Valley Road,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1963,261300,10,c/o Levin Management,70.3392743636794
Riverhead,The Outlets At Bergen Town Center,NJ0360,Paramus,NJ,Rt. 4 East & Forest Ave.,"new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Enclosed,1957,1400000,90,Urban Edge Properties,70.42058924278176
Riverhead,Mill Creek at Harmon Meadow,NJ0109,Secaucus,NJ,Harmon Meadow Blvd.& Plaza Dr.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2005,700000,35,"Hartz Mountain Industries, Inc.",70.48172232631681
Riverhead,Mall at Mill Creek,NJ0450,Secaucus,NJ,Rt. 3 & New Jersey Tpke.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Enclosed,2009,314563,6,NA,70.66284908275719
Riverhead,Newport Centre,NJ0247,Jersey City,NJ,Washington Blvd. & 6th St.,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1987,1152599,151,"Simon Property Group, Inc.",70.75548470610657
Riverhead,Teterboro Landing,NJ9289,Teterboro,NJ,"Rte. 46, Rte 17 & Industrial Ave.","new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2015,580000,10,Catellus-A Prologis Company,70.82954390209166
Riverhead,The Shops at Lackawanna,NJ9340,Jersey City,NJ,Grove St. & 16th St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,2010,200000,9,NA,70.89417862472287
Riverhead,Paramus Towne Square,NJ9123,Paramus,NJ,Rte 17 N & Rte 4,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1998,218000,9,Gabrellian Associates,70.97197215378061
Riverhead,Paramus Park,NJ0420,Paramus,NJ,Rt. 17 & Garden State Pkwy.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1974,764996,104,GGP,70.99775020625569
Riverhead,The Shoppes at DePiero Farm,NJ9331,Montvale,NJ,Grand Avenue West (CR 2) & Mercedes Dr.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2017,235000,30,"The S. Hekemian Group, LLC",71.02994032077129
Riverhead,Paramus-IKEA Shopping Center,NJ8932,Paramus,NJ,Route 4 West & Route 17 North,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1967,719226,4,Vornado Realty Trust,71.20740085444956
Riverhead,Westfield Garden State Plaza,NJ0400,Paramus,NJ,Rts. 4 & 17,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1957,2182901,326,Westfield LLC,71.33390672006797
Riverhead,American Dream Meadowlands,NJ0038,E. Rutherford,NJ,"NJ Turnpike (I-95), Rte. 120 & Rte. 3","new york-northern new jersey-long island, ny-nj-pa",Entertainment Center,Enclosed,2019,3000000,450,Triple Five Corp.,71.38789250640012
Riverhead,The Fashion Center,NJ0380,Paramus,NJ,Rte. 17 & Ridgewood Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1967,476170,12,Willner Realty & Development Co.,71.39690365060915
Riverhead,Tice's Corner Marketplace,NJ0111,Woodcliff Lake,NJ,Chestnut Ridge Road Btwn Tice Blvd & County Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2001,119161,26,"c/o David Adam Realty,Inc",71.69935632368815
Riverhead,Saddle River Crossing,NJ9257,Lodi,NJ,Main St. & Route 46,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2009,230000,22,The Goldstein Group,71.86963565437357
Riverhead,Hudson Commons,NJ8934,Jersey City,NJ,Rte. 440 & Communipaw Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1965,236024,7,Urban Edge Properties,73.58993045619074
Riverhead,Botany Plaza,NJ9267,Clifton,NJ,NEC of Ackerman & Randolph Aves.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1997,200000,13,Nassimi Realty Corp.,73.81656358044864
Riverhead,Empire Outlets New York City,NY1562,Staten Island,NY,Richmond Terrace & Bank Street,"new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Open,2018,350000,125,BFC Partners,73.95152323244385
Riverhead,Dutchess Mall,NY0440,Fishkill,NY,Rt. 9 & I-84,"poughkeepsie-newburgh-middletown, ny",Regional Center,Enclosed,1978,580000,87,"The Dagar Group, Ltd.",73.98406441342466
Riverhead,Enfield Commons,CT0040,Enfield,CT,Hazard Ave. & Fresh Water Blvd.,"hartford-west hartford-east hartford, ct",Power Center,Open,1990,281544,18,Paramount Realty Services,74.11576163487973
Riverhead,Fair Lawn Promenade,NJ9330,Fair Lawn,NJ,Route 208 & Promenade Blvd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2013,100000,20,Garden Commercial Properties,74.12658942839458
Riverhead,Enfield Square Mall,CT0060,Enfield,CT,"Elm St., Hazard Ave. & I-91","hartford-west hartford-east hartford, ct",Regional Center,Enclosed,1971,767000,70,Madison Marquette,74.3903256469022
Riverhead,Clifton Commons,NJ0051,Clifton,NJ,Rte. 3 E & Main Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1999,335000,13,Related Management Corp.,75.00553759030213
Riverhead,Bayonne Crossing,NJ0126,Bayonne,NJ,"NJ Rte. 440, E. 22nd St. & New Hook Access Rd.","new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2008,360045,27,Kite Realty Group,75.26049250179828
Riverhead,The Promenade Shops at Clifton,NJ9251,Clifton,NJ,Rte. 3 & Allwood Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2008,116000,28,The Briad Group,75.77748453748148
Riverhead,Crossroads Town Center,NJ0101,Mahwah,NJ,Rte. 287N & Rte. 17,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Open,2019,600000,NA,Garden Commercial Properties,76.21723043133368
Riverhead,Boulder Run Shopping Center,NJ8973,Wyckoff,NJ,Franklin & Godwin Aves.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1965,175622,29,"Hekemian & Co., Inc.",76.3282930044504
Riverhead,Alpine Commons,NY0047,Wappingers Falls,NY,Rt. 9 & Myers Corners Rd.,"poughkeepsie-newburgh-middletown, ny",Power Center,Open,1993,209200,4,DLC Management Corporation,77.05373389728565
Riverhead,Elizabeth Center,NJ0093,Elizabeth,NJ,Off exit 13A of the NJ Turnpike & IKEA Dr.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1990,600000,15,NA,78.272893242027
Riverhead,Wickford Junction,RI0003,North Kingstown,RI,Ten Rod Road (RI 102) & RI 2,"providence-new bedford-fall river, ri-ma",Lifestyle/Specialty Center,Open,1997,200000,17,Wickford Junction Assoc,78.27445703937097
Riverhead,Springfield Avenue Marketplace,NJ9308,Newark,NJ,NEC Springfield Ave. & Jones St.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2013,120000,15,Tucker Development Corp.,78.28892676669584
Riverhead,Woodbury Common Premium Outlets,NY0019,Central Valley,NY,"NYS Thruway (I-87) Exit 16 @ US 6, NY 17, 32","poughkeepsie-newburgh-middletown, ny",Value-Retail Center,Open,1985,893066,220,Premium Outlets | Simon,78.59533009094814
Riverhead,The Mills at Jersey Gardens,NJ0014,Elizabeth,NJ,"Exit 13 A,New Jersey Turnpike","new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Enclosed,1999,1300000,217,"Simon Property Group, Inc.",78.59922626179467
Riverhead,Kohl's at Staten Island,NY0117,Staten Island,NY,Forest Ave & Grandview Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2003,246863,2,Heidenberg Properties,78.75164986081168
Riverhead,Woodbury Centre,NY0134,Harriman,NY,Rte. 17 & I-87,"poughkeepsie-newburgh-middletown, ny",Power Center,Open,2002,227939,15,Kimco Realty Corporation,78.900162452469
Riverhead,The Shoppes at South Hills,NY1040,Poughkeepsie,NY,1695 South Rd. & US Route 9,"poughkeepsie-newburgh-middletown, ny",Power Center,Open,1978,517450,29,DLC Management Corporation,79.09643217127929
Riverhead,The Centre of New England,RI0006,Coventry,RI,New London Turnpike,"providence-new bedford-fall river, ri-ma",Entertainment Center,Enclosed,2004,1087130,30,"Universal Properties, LLC",79.30105264128287
Riverhead,Poughkeepsie Galleria,NY1030,Poughkeepsie,NY,Rt. 9 & South Rd.,"poughkeepsie-newburgh-middletown, ny",Super-Regional Center,Enclosed,1987,1200000,137,The Pyramid Companies,79.4671136646823
Riverhead,Staten Island Mall,NY1280,Staten Island,NY,Richmond & Platinum Aves.,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1973,1508909,205,GGP,79.7390381816515
Riverhead,Harriman Commons,NY0033,Monroe,NY,Route 17/6 & Route 32,"poughkeepsie-newburgh-middletown, ny",Power Center,Open,2000,711816,25,"RD Management, LLC",79.7663583845195
Riverhead,Willowbrook Plaza,NJ0036,Wayne,NJ,Willowbrook Blvd. & I-23,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1992,349360,9,Kimco Realty Corporation,80.65850696645505
