Center,Center.Name,Mall.Code,City,State,Intersecting.Streets,MSA,Center.Classification,Design.Type,Year.Opened,GLA.sqft,Stores,OD.Company,DistBetween
Riverhead,Wayne Towne Center,NJ0560,Wayne,NJ,Rtes. 23 & 46,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Enclosed,1974,544206,17,Vornado Realty Trust,80.70203560620665
Riverhead,Willowbrook Mall,NJ0580,Wayne,NJ,"I-80, US-46, NJ-23","new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1969,1518006,170,GGP,80.99735429605177
Riverhead,Union Parkade,MA9127,West Springfield,MA,Memorial Ave & Union St.,unspecified,Power Center,Open,2001,248000,9,First Hartford Realty Corporation,81.11930006914159
Riverhead,Newburgh Plaza,NY9501,Newburgh,NY,Route 300 & Old Little Britain Rd.,"poughkeepsie-newburgh-middletown, ny",Power Center,Open,2006,248000,5,Garden Commercial Properties,81.22581692704487
Riverhead,The RIDGE-Hudson Valley,NY9498,Newburgh,NY,"I-84, I-87 & Meadow Ave.","poughkeepsie-newburgh-middletown, ny",Regional Center,Open,2018,650000,NA,Waterstone Properties Group,81.6613782323368
Riverhead,The Grove At Shrewsbury,NJ9191,Shrewsbury,NJ,NJ Rte. 35 (Broad St.),"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1989,192000,46,Federal Realty Investment Trust,81.7104340634539
Riverhead,Tower Square,MA0480,Springfield,MA,"Main, Boland, Bridge, East Columbus Ave.","springfield, ma",Lifestyle/Specialty Center,Enclosed,1972,180000,37,MassMutual Financial Group,81.73219582752202
Riverhead,Marketplace Center,RI8884,Warwick,RI,Bald Hill Rd. (Rte. 2) & Centerville Rd. (Rte 117),"providence-new bedford-fall river, ri-ma",Power Center,Open,NA,205994,10,Atlantic Retail Properties,83.0289671037932
Riverhead,Monmouth Mall,NJ0140,Eatontown,NJ,Hwys. 35 & 36,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1960,1503807,140,Brookfield Properties Retail,83.03811805685521
Riverhead,Asbury Park,NJ0089,Asbury Park,NJ,Along Ocean Ave. Btwn Cookman Ave. & Deal Lake Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2006,400000,50,Madison Ashbury Retail LLC,83.08171612663813
Riverhead,Holmdel Commons,NJ0064,Holmdel,NJ,Rte. 35 & Laurel Ave.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2002,234557,24,Kimco Realty Corporation,83.11305936808452
Riverhead,Aviation Plaza,NJ0052,Linden,NJ,Routes 1 & 9 & South Stiles St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2002,644565,34,"Milbrook Properties, Ltd.",83.12915200057955
Riverhead,Union Crescent Plaza,NJ9323,Union,NJ,Springfield Ave. & NJ Rte. 78,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2008,235656,5,Kimco Realty Corporation,83.67327483541023
Riverhead,Riverdale Crossing,NJ0105,Riverdale,NJ,Rte. 23 N @ I-287,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2006,260000,6,Garden Commercial Properties,83.79700259693352
Riverhead,Bricktown Centre at Charleston,NY0149,Staten Island,NY,Richmond Pkwy. & West Shore Expwy.(Rte. 440),"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2006,400000,10,Blumenfeld Development Group,84.03662185105964
Riverhead,Mid-Hudson Center,NY8972,Poughkeepsie,NY,North Rd. (US Rte. 9) at Fulton St.,"poughkeepsie-newburgh-middletown, ny",Power Center,Open,NA,235599,12,NA,84.24420766864026
Riverhead,Westfield Pavilion,MA0051,Westfield,MA,I-90/Mass. Turnpike,"springfield, ma",Power Center,Open,2017,809141,18,Waterstone Properties Group,84.25835486966803
Riverhead,Springfield Plaza,MA0029,Springfield,MA,Liberty St. & St. James Ave.,"springfield, ma",Regional Center,Open,1960,525000,42,Albany Road Real Estate Partners,84.27036341180562
Riverhead,Rhode Island Mall,RI0040,Warwick,RI,Rts. 113 & 2,"providence-new bedford-fall river, ri-ma",Regional Center,Enclosed,1967,579499,50,"MCB Real Estate, LLC",84.5149317368416
Riverhead,Union Plaza Shopping Center,NJ0114,Union,NJ,Route 22 West & Springfield Rd,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1971,360000,25,c/o The Robbins Agency,84.57905470302524
Riverhead,Seaview Square,NJ0010,Ocean Township,NJ,"Rtes. 35, 66 & 18","new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1977,1100000,31,"Wharton Realty Group,Inc.",84.7242337028854
Riverhead,Warwick Mall,RI0060,Warwick,RI,Rts. 2 & 5,"providence-new bedford-fall river, ri-ma",Super-Regional Center,Enclosed,1970,1000000,90,Warwick Mall LLC,84.89631423188543
Riverhead,Eastfield Mall,MA0500,Springfield,MA,Route 20 & Route 21,"springfield, ma",Regional Center,Enclosed,1968,737000,77,MDC Retail Properties Grp,85.0086890963957
Riverhead,Holyoke Mall at Ingleside,MA0280,Holyoke,MA,I-91 & Holyoke St.,"springfield, ma",Super-Regional Center,Enclosed,1979,1600000,175,The Pyramid Companies,86.04975257418553
Riverhead,Livingston Mall,NJ0300,Livingston,NJ,S. Orange Ave. & Eisenhower Pkwy. NE,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1972,969000,109,"Simon Property Group, Inc.",86.56117177956318
Riverhead,Woodbridge Crossing,NJ0070,Woodbridge,NJ,US Hwy. 9 & Woodbridge Center Dr.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2002,284456,14,Onyx Equities,86.86011863328504
Riverhead,Woodbridge Center,NJ0640,Woodbridge,NJ,Woodbridge Center Dr. & Rte. 1,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1971,1667138,161,GGP,86.9661114478287
Riverhead,Chapel View,RI0007,Cranston,RI,Rte. 2 & Sockanosett Cross Rd.,"providence-new bedford-fall river, ri-ma",Lifestyle/Specialty Center,Open,2006,243898,33,"Carpionato Group, LLC",86.99717192075501
Riverhead,Westmount-Arlington Plaza,NJ0103,Parsippany,NJ,Route 46 West & Crown Point Rd.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1975,460000,26,Garden Commercial Properties,87.0878920330898
Riverhead,Jersey Shore Premium Outlets,NJ0113,Tinton Falls,NJ,Btwn Garden State Parkway & Route 66,"new york-northern new jersey-long island, ny-nj-pa",Value-Retail Center,Open,2008,434367,130,Premium Outlets | Simon,87.16577264972943
Riverhead,Garden City Center,RI0002,Cranston,RI,Rte. 2 (New London Ave.) & Sockanossett Crossroads,"providence-new bedford-fall river, ri-ma",Lifestyle/Specialty Center,Open,1949,540000,80,The Wilder Companies,87.22145145309187
Riverhead,The Mall at Short Hills,NJ0460,Short Hills,NJ,Rt. 24 & J.F. Kennedy Pkwy.,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1980,1453000,160,The Taubman Company,87.42006149279908
Riverhead,Troy Hills Shopping Center,NJ9218,Parsippany,NJ,S Beverwyck Rd & NJ S. Rte. 46,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,1966,211000,21,Federal Realty Investment Trust,87.78643858017526
Riverhead,Stonehill Marketplace,RI0008,Johnston,RI,"I-295, US Rte. 6 & RI Rte. 5","providence-new bedford-fall river, ri-ma",Power Center,Open,2005,830000,20,"Carpionato Group, LLC",88.03735608470616
Riverhead,The Landing at the Point-Sayrevil,NJ9294,Sayreville,NJ,"Garden State Pkwy., Rte. 9, & Rte. 35","new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2017,620000,35,O'Neill Properties Group,88.05843067006782
Riverhead,The Mall at Luxury Point,NJ9291,Sayreville,NJ,Garden State Pkwy. & Route 9,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2018,2800000,0,O'Neill Properties Group,88.72147755979717
Riverhead,Menlo Park Mall,NJ0160,Edison,NJ,Rt. 1 & Parsonage Rd.,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1960,1322000,165,"Simon Property Group, Inc.",88.99203734295229
Riverhead,Brook 35 & West,NJ9341,Sea Girt,NJ,NJ Hwy. 35,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,NA,98000,24,Federal Realty Investment Trust,89.18309873132924
Riverhead,The Crossing at Smithfield,RI0005,Smithfield,RI,"Route 44, off I-295","providence-new bedford-fall river, ri-ma",Power Center,Open,2002,640000,37,WS Development,90.40473712851701
Riverhead,The Oaks at Glenwood,NJ9346,Old Bridge Township,NJ,Route 9 & Schulmeister Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2019,500000,0,The Brunetti Organization,90.57397433346038
Riverhead,Blue Star Shopping Center,NJ0530,Watchung,NJ,Rt. 22 & Bonnie Burn Rd.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1959,418840,36,c/o Levin Management,90.89159267700819
Riverhead,Edison Crossroads,NJ0057,Edison,NJ,US Rte. 1 & I-287,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1998,312000,10,"ARC Properties, Inc.",90.95475660236723
Riverhead,Eagle Square Shopping Center,RI8886,Providence,RI,Valley St. & Atwells Ave.,unspecified,Lifestyle/Specialty Center,Open,NA,170000,23,Hayes & Sherry R/E Services,91.01436498646945
Riverhead,Edison Towne Square,NJ9287,Edison,NJ,Rte.1 (Old Post Rd.) & Vineyard Rd.,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2010,600000,4,"Edison Land Investment, LLC",91.50703141088239
Riverhead,Watchung Square,NJ0017,Watchung,NJ,Rte. 22  & Gray St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2001,820000,32,"Watchung Square Associates, LLC",91.72122991063628
Riverhead,Providence Place,RI0001,Providence,RI,"Francis St., I-95 & Memorial Blvd.","providence-new bedford-fall river, ri-ma",Super-Regional Center,Enclosed,1999,1263000,156,GGP,91.91481507651577
Riverhead,The Shoppes At Old Bridge,NJ9196,Old Bridge,NJ,SEC Rte. 9 & Rte. 18,"new york-northern new jersey-long island, ny-nj-pa",Lifestyle/Specialty Center,Open,2007,123000,30,Stanbery Development,91.94959318733306
Riverhead,Marlboro Plaza,NJ9313,Marlboro,NJ,Rte. 9 & Rte. 520,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1983,306503,36,Basser-Kaufman R/E Developers,92.49086530746939
Riverhead,Hadley Center,NJ0024,South Plainfield,NJ,Rt. 287 & Stelton Rd.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1985,540152,39,National Realty & Development Corp.,93.56880265591776
Riverhead,Middlesex Mall,NJ0023,South Plainfield,NJ,Hadley & Stelton Rds.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1972,351732,21,Gibraltar Management Co.,93.63825114782205
Riverhead,Home Depot Plaza,MA9117,Seekonk,MA,Highland Ave. (Rte. 6),"providence-new bedford-fall river, ri-ma",Power Center,Open,NA,250000,10,NA,93.75751208246619
Riverhead,Galleria At Crystal Run,NY0037,Middletown,NY,"I-84, I-86 & Rt. 17","poughkeepsie-newburgh-middletown, ny",Super-Regional Center,Enclosed,1992,1200000,132,The Pyramid Companies,93.78667234424381
Riverhead,Centennial Square,NJ9263,Piscataway,NJ,Stelton Rd. & S. Washington Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2008,408000,21,Garden Commercial Properties,94.10591254591573
Riverhead,Brunswick Square,NJ0120,East Brunswick,NJ,St. Hwy. 18 & Rues Ln.,"new york-northern new jersey-long island, ny-nj-pa",Regional Center,Enclosed,1973,760618,87,Washington Prime Group,94.19079137799886
Riverhead,Plaza at Crystal Run,NY0128,Middletown,NY,I-84 & Route 17,"poughkeepsie-newburgh-middletown, ny",Power Center,Open,1994,86000,8,Northend Equities LLC,94.19907234134308
Riverhead,Brunswick Commons,NJ8933,East Brunswick,NJ,Rt. 18 S. & Tices Lane,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1957,427267,8,Urban Edge Properties,94.29295263693596
Riverhead,Orange Plaza,NY0820,Middletown,NY,Rts. 211 & 17,"poughkeepsie-newburgh-middletown, ny",Regional Center,Open,1971,814062,42,National Realty & Development Corp.,94.37775204335348
Riverhead,Dunning Farm,NY0001,Middletown,NY,Dunning Rd. & Rte. 211,"poughkeepsie-newburgh-middletown, ny",Power Center,Open,1989,359023,30,Quinn Commercial Properties,94.50336924686643
Riverhead,Freehold Raceway Village,NJ0056,Freehold,NJ,Totters Way & W. Main St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1992,326637,6,Triangle Equities,94.94991185871494
Riverhead,Lincoln Mall,RI0020,Lincoln,RI,Rts. 116 & 146,"providence-new bedford-fall river, ri-ma",Regional Center,Open,1975,571266,45,NA,95.04271029077093
Riverhead,Freehold Raceway Mall,NJ0009,Freehold,NJ,"Routes. 9, 537, 33","new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1990,1665399,215,Macerich,95.36500412243558
Riverhead,Freehold Marketplace,NJ0098,Freehold,NJ,SR 33 & W. Main St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2006,368309,6,DDR Corp.,95.4972131012173
Riverhead,Ryders Crossing,NJ9278,Milltown,NJ,Ryders Lane & I-95,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2003,388000,25,Shushana Company,95.86590033458923
Riverhead,Dowling Village,RI8882,North Smithfield,RI,Rte. 146A & Eddie Dowling Hwy.,"providence-new bedford-fall river, ri-ma",Lifestyle/Specialty Center,Open,2008,600000,19,Bucci Development Limited,96.01731456572809
Riverhead,Rockaway Town Court & Commons,NJ9155,Rockaway,NJ,SWC I-80 & Mt. Hope Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2003,238232,19,Washington Prime Group,96.08729679353489
Riverhead,Howell Commons,NJ0107,Howell,NJ,State Rte. 9 & Locust Ave.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1998,300000,28,"Benderson Development Company, LLC",96.17414606734798
Riverhead,Lanes Mill Marketplace,NJ0079,Howell,NJ,US Rte. 9 @ Lanes Mill Rd.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2003,435084,20,c/o Katz & Associates,96.34334044219528
Riverhead,Rockaway Townsquare Mall,NJ0440,Rockaway,NJ,Mt. Hope & Mt. Pleasant/SW,"new york-northern new jersey-long island, ny-nj-pa",Super-Regional Center,Enclosed,1977,1248000,163,"Simon Property Group, Inc.",96.37529313135597
Riverhead,Market Place at Brick,NJ0043,Brick,NJ,NJ Rte. 70 & Shorrock St.,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2008,347330,15,"Edgewood Properties, Inc.",96.68049759496667
Riverhead,Swansea Mall,MA0520,Swansea,MA,Rts. 6 & 118,"providence-new bedford-fall river, ri-ma",Regional Center,Enclosed,1974,706023,86,Carlyle Development Group,96.70294190181522
Riverhead,The Shoppes at North Brunswick,NJ9305,N. Brunswick,NJ,U.S. Route 1 & U.S. Route 130,"trenton-ewing, nj",Lifestyle/Specialty Center,Open,2007,130000,44,"Azarian Group, LLC",96.97880195458634
Riverhead,Town & Country Shopping Center,NJ0004,Lakewood,NJ,Garden State Pkwy. & Rte. 70,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1990,315800,27,Steiner Equities Group,97.12714146552756
Riverhead,North Brunswick Plaza,NJ0330,North Brunswick,NJ,U.S. Hwy. 1 & Rte. 130,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1987,429379,9,Kimco Realty Corporation,97.35472605076158
Riverhead,Hudson Valley Mall,NY0660,Kingston,NY,Ulster Ave. (Rt. 9W & 209),"kingston, ny",Regional Center,Enclosed,1981,765000,88,Hull Property Group,97.7669301680571
Riverhead,Bristol Place,MA0010,Attleboro,MA,Rtes. 1A & 95,"providence-new bedford-fall river, ri-ma",Power Center,Open,1993,400000,15,Atlantic Retail Properties,97.76723766099906
Riverhead,Hudson Valley Plaza,NY0129,Kingston,NY,State Route 209/109 & 9W,"kingston, ny",Power Center,Open,1983,764000,10,Hampshire Real Estate Companies,98.03691031386327
Riverhead,Lee Premium Outlets,MA0028,Lee,MA,Routes 20 & I-90,"pittsfield, ma",Value-Retail Center,Open,1997,225000,64,Premium Outlets | Simon,98.49722344835487
Riverhead,Auburn Mall,MA0020,Auburn,MA,I-290/395 & I-90,"worcester, ma",Regional Center,Enclosed,1971,585707,76,"Simon Property Group, Inc.",99.39859101202136
Riverhead,Hadley Corner,MA9103,Hadley,MA,Route 9 (Russell St.),"springfield, ma",Power Center,Open,2007,255691,9,"Hadley Corner, LLC",99.42666646796627
Riverhead,Bridgewater Promenade,NJ0044,Bridgewater,NJ,I-287 & Rte. 28,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,1988,631859,14,Kimco Realty Corporation,99.84047709708526
Riverhead,Jackson Shopping Center,NJ9333,Jackson,NJ,N. County Line Rd btwn Bennett & Jackson Mills Rds,"new york-northern new jersey-long island, ny-nj-pa",Power Center,Open,2017,400000,35,Flaum Management Company,99.87623905629552
Riverhead,North Attleboro Marketplace,MA0004,N. Attleboro,MA,Washington St.(Rte.1) & Allen Ave. East,"providence-new bedford-fall river, ri-ma",Power Center,Open,2001,536293,13,"Carpionato Group, LLC",99.95482815451426
San Marcos,Tanger Outlet Center,TX9941,San Marcos,TX,I-35 @ Center Point Rd.,"austin-round rock, tx",Value-Retail Center,Open,1993,471816,109,"Tanger Factory Outlet Centers, Inc.",0.05315503707869454
San Marcos,San Marcos Premium Outlets,TX0029,San Marcos,TX,I-35 & CenterPoint Rd.,"austin-round rock, tx",Value-Retail Center,Open,1990,731000,140,Premium Outlets | Simon,0.5326188695798892
San Marcos,StoneCreek Crossing,TX9946,San Marcos,TX,I-35 & McCarty Lane,"austin-round rock, tx",Regional Center,Open,2008,550000,50,Direct Development,1.7309350402031178
San Marcos,Red Oak Village,TX9949,San Marcos,TX,SWC I-35 & Wonder World Dr.,"austin-round rock, tx",Power Center,Open,2006,440519,22,VEREIT,2.899550659063096
San Marcos,New Braufels Town Center,TX9985,New Braunfels,TX,NEC I-35 & Loop 306,"san antonio, tx",Lifestyle/Specialty Center,Open,2008,1000000,80,"Lockard Development, Inc.",8.311394582202908
San Marcos,Kyle Crossing,TX2092,Kyle,TX,FM 1626 & I-35,"austin-round rock, tx",Regional Center,Open,2009,743415,37,DDR Corp.,14.86224782744267
San Marcos,Singing Hills,TX2301,Bulverde,TX,NWC Hwy. 281 & SH-46,"san antonio, tx",Lifestyle/Specialty Center,Open,2017,490000,0,SH-DJL Development LLC,26.062334501367825
San Marcos,Southpark Meadows I & II,TX8926,Austin,TX,IH 35 & Slaughter Lane,"austin-round rock, tx",Lifestyle/Specialty Center,Enclosed,2006,1071141,110,ShopCore Properties,26.255062505623673
San Marcos,Circle C Ranch/Parkside Village,TX0110,Austin,TX,Loop 1/MoPac & Slaughter Lane,"austin-round rock, tx",Lifestyle/Specialty Center,Open,2007,250000,21,Austin Real Estate Partners,26.782060459471968
San Marcos,Rolling Oaks Mall,TX1850,San Antonio,TX,Nacogdoches Rd. & Loop 1604,"san antonio, tx",Regional Center,Enclosed,1988,882347,110,Washington Prime Group,26.884439341072348
San Marcos,The Forum At Olympia Parkway,TX0076,Selma,TX,I-35 N. & Loop 1604,"san antonio, tx",Super-Regional Center,Open,1999,1200000,118,"AVR Realty Company, LLC",26.91153763758616
